,Unnamed: 0,abstract_x,Text,abstract_y,ROUGE,abstract_x,abstract_y,abstract,BLEU,Bench_Seed,Baseline_ROUGE,Baseline_BLEU
3092,18156,Impossible To Spread On Bread, great cookies,Wonderful Healthy Snack for Baby!,1.0,Wonderful Healthy Snack for Baby!,Wonderful Healthy Snack for Baby!,Wonderful Healthy Snack for Baby!,0.0,Wonderful Healthy Snack for Baby!,0.0,0.0
3095,40014,Wonderfully declicious!!, great product,Flavor & texture not good in this batch,1.0,Flavor & texture not good in this batch,Flavor & texture not good in this batch,Flavor & texture not good in this batch,0.0,Flavor & texture not good in this batch,0.0,0.0
3113,12414,Memories of Germany, great treat,I only drink puroast coffee!,1.0,I only drink puroast coffee!,I only drink puroast coffee!,I only drink puroast coffee!,0.0,I only drink puroast coffee!,0.0,0.0
3120,35185,Nice beans, best ever,Best Coffee Ever,1.0,Best Coffee Ever,Best Coffee Ever,Best Coffee Ever,0.0,Best Coffee Ever,0.0,0.0
3135,36107,Only value: garnish, great product,How Good!,1.0,How Good!,How Good!,How Good!,0.0,How Good!,0.0,0.0
3142,83582,Great coffee and great pod/kups, good coffee,Good to use the bread machine again,1.0,Good to use the bread machine again,Good to use the bread machine again,Good to use the bread machine again,0.0,Good to use the bread machine again,0.0,0.0
3158,19357,This is made in China!, coffee,Happy with the purchase,1.0,Happy with the purchase,Happy with the purchase,Happy with the purchase,0.0,Happy with the purchase,0.0,0.0
3164,44689,I was surprised., great treat,Highly Recommend,1.0,Highly Recommend,Highly Recommend,Highly Recommend,0.0,Highly Recommend,0.0,0.0
3165,44048,Great product, great taste,Shipping packaging is poor,1.0,Shipping packaging is poor,Shipping packaging is poor,Shipping packaging is poor,0.0,Shipping packaging is poor,0.0,0.0
3184,98279,"""Heavenly""", great coffee,Great light cracker substitute,1.0,Great light cracker substitute,Great light cracker substitute,Great light cracker substitute,0.0,Great light cracker substitute,0.0,0.0
3186,61705,"Fair Trade, Organic, and Super Tasty", great,Better than expected,1.0,Better than expected,Better than expected,Better than expected,0.0,Better than expected,0.0,0.0
3191,67043,Love the decaf Lady Grey Tea, great product,"Delicious, low calorie and healthy snack. Good price too!",1.0,"Delicious, low calorie and healthy snack. Good price too!","Delicious, low calorie and healthy snack. Good price too!","Delicious, low calorie and healthy snack. Good price too!",0.0,"Delicious, low calorie and healthy snack. Good price too!",0.0,0.0
3196,1427,Great Coffee, not good,new recipe gone bad,1.0,new recipe gone bad,new recipe gone bad,new recipe gone bad,0.0,new recipe gone bad,0.0,0.0
3197,78807,"Horrific taste, very small", great food,dissapointed,1.0,dissapointed,dissapointed,dissapointed,0.0,dissapointed,0.0,0.0
3213,53258,Not a quality dog food, best coffee ever,"Fast, Affordable, & very good!!!",1.0,"Fast, Affordable, & very good!!!","Fast, Affordable, & very good!!!","Fast, Affordable, & very good!!!",0.0,"Fast, Affordable, & very good!!!",0.0,0.0
3216,85226,Excellent!, pamela bread mix,A CHOCOHOLIC'S VIEW,1.0,A CHOCOHOLIC'S VIEW,A CHOCOHOLIC'S VIEW,A CHOCOHOLIC'S VIEW,0.0,A CHOCOHOLIC'S VIEW,0.0,0.0
3223,59840,Marzipan, great product,highly recommended hot chocolate,1.0,highly recommended hot chocolate,highly recommended hot chocolate,highly recommended hot chocolate,0.0,highly recommended hot chocolate,0.0,0.0
3225,80973,Great to blend, not fan,A++ Service,1.0,A++ Service,A++ Service,A++ Service,0.0,A++ Service,0.0,0.0
3262,41792,Yuban Decaf Coffee 12-pack, great coffee,good taste comes in small packages,1.0,good taste comes in small packages,good taste comes in small packages,good taste comes in small packages,0.0,good taste comes in small packages,0.0,0.0
3282,21922,Fantastic for energetic big pups, not bad,"Rich, smooth and creamy",1.0,"Rich, smooth and creamy","Rich, smooth and creamy","Rich, smooth and creamy",0.0,"Rich, smooth and creamy",0.0,0.0
3290,87681,OMGoodness Deliciousness!, great snack,Not bad using CoffeeMate Chocolate Creamer,1.0,Not bad using CoffeeMate Chocolate Creamer,Not bad using CoffeeMate Chocolate Creamer,Not bad using CoffeeMate Chocolate Creamer,0.0,Not bad using CoffeeMate Chocolate Creamer,0.0,0.0
3299,30664,best coffee I ever tasted!, great taste,keurig hot chocolate,1.0,keurig hot chocolate,keurig hot chocolate,keurig hot chocolate,0.0,keurig hot chocolate,0.0,0.0
3304,55875,A Community worth keeping, hot cocoa,"Better than the others, but still not quite there",1.0,"Better than the others, but still not quite there","Better than the others, but still not quite there","Better than the others, but still not quite there",0.0,"Better than the others, but still not quite there",0.0,0.0
3305,42916,Is there such a thing as bad chocolate?, great tea,Why can't anyone make a hot cocoa without sucralose/Splenda in it?,1.0,Why can't anyone make a hot cocoa without sucralose/Splenda in it?,Why can't anyone make a hot cocoa without sucralose/Splenda in it?,Why can't anyone make a hot cocoa without sucralose/Splenda in it?,0.0,Why can't anyone make a hot cocoa without sucralose/Splenda in it?,0.0,0.0
3319,33873,Natural Balance Cat Food, great tea,"Not bad, not bad at all",1.0,"Not bad, not bad at all","Not bad, not bad at all","Not bad, not bad at all",0.0,"Not bad, not bad at all",0.0,0.0
3370,33038,AWESOME PRODUCT!, great taste,So bad I had trouble giving it away!,1.0,So bad I had trouble giving it away!,So bad I had trouble giving it away!,So bad I had trouble giving it away!,0.0,So bad I had trouble giving it away!,0.0,0.0
3378,43052,Best popcorn for someone with colan problems, good product,So much better than Cafe Escapes!,1.0,So much better than Cafe Escapes!,So much better than Cafe Escapes!,So much better than Cafe Escapes!,0.0,So much better than Cafe Escapes!,0.0,0.0
3380,35415,Apricot syrup, great product,Grove Square Hot Chocolate,1.0,Grove Square Hot Chocolate,Grove Square Hot Chocolate,Grove Square Hot Chocolate,0.0,Grove Square Hot Chocolate,0.0,0.0
3412,28079,Bring back the original taste, great snack,JZ,1.0,JZ,JZ,JZ,0.0,JZ,0.0,0.0
3414,17693,Mild and Enjoyable, great tea,At least it wasn't expensive.,1.0,At least it wasn't expensive.,At least it wasn't expensive.,At least it wasn't expensive.,0.0,At least it wasn't expensive.,0.0,0.0
3417,53648,Best Avoderm flavor for my dog, great product,Too much artificial sweetner,1.0,Too much artificial sweetner,Too much artificial sweetner,Too much artificial sweetner,0.0,Too much artificial sweetner,0.0,0.0
3421,95531,Hardly any different than dark chocolate variety, great chips,Best Hot Cocoa for Keurig,1.0,Best Hot Cocoa for Keurig,Best Hot Cocoa for Keurig,Best Hot Cocoa for Keurig,0.0,Best Hot Cocoa for Keurig,0.0,0.0
3424,22196,The lid cover broke within 5 minutes, great treat,not perfect but better than the rest,1.0,not perfect but better than the rest,not perfect but better than the rest,not perfect but better than the rest,0.0,not perfect but better than the rest,0.0,0.0
3430,84899,"""just ok""", great taste,Very disapointing!!,1.0,Very disapointing!!,Very disapointing!!,Very disapointing!!,0.0,Very disapointing!!,0.0,0.0
3450,78524,Stick with the sea salt & vinegar, great food,SoSo,1.0,SoSo,SoSo,SoSo,0.0,SoSo,0.0,0.0
3467,49068,Great taste, chocolate,"Good Price, Bad Taste",1.0,"Good Price, Bad Taste","Good Price, Bad Taste","Good Price, Bad Taste",0.0,"Good Price, Bad Taste",0.0,0.0
3475,34300,Be careful.  May be good for teeth but present a choking hazard., great tea,Really good!,1.0,Really good!,Really good!,Really good!,0.0,Really good!,0.0,0.0
3479,90000,Disappointed, hot cocoa,very yummy hot cocoa!,1.0,very yummy hot cocoa!,very yummy hot cocoa!,very yummy hot cocoa!,0.25,very yummy hot cocoa!,0.5,0.25
3496,49434,Very good produt!, great product,Had much higher hopes!,1.0,Had much higher hopes!,Had much higher hopes!,Had much higher hopes!,0.0,Had much higher hopes!,0.0,0.0
3503,77379,SALTY!!!, great treats,Nice tasting cocoa,1.0,Nice tasting cocoa,Nice tasting cocoa,Nice tasting cocoa,0.0,Nice tasting cocoa,0.0,0.0
3513,98832,"Red Vines Original Red Twists, 8 oz bag (Pack of 12)", another better than the rest,HOT COCOA,1.0,HOT COCOA,HOT COCOA,HOT COCOA,0.0,HOT COCOA,0.0,0.0
3514,1043,Delicate Asian salad dressing..., great product,PARTIALLY HYDROGENATED VEGETABLE OIL,1.0,PARTIALLY HYDROGENATED VEGETABLE OIL,PARTIALLY HYDROGENATED VEGETABLE OIL,PARTIALLY HYDROGENATED VEGETABLE OIL,0.0,PARTIALLY HYDROGENATED VEGETABLE OIL,0.0,0.0
3529,60726,Seriously??, not bad,Fantastic Orange Tea,1.0,Fantastic Orange Tea,Fantastic Orange Tea,Fantastic Orange Tea,0.0,Fantastic Orange Tea,0.0,0.0
3535,76613,Not as full bodied as I like, great taste,CRACKER JACKS(PACK OF 25),1.0,CRACKER JACKS(PACK OF 25),CRACKER JACKS(PACK OF 25),CRACKER JACKS(PACK OF 25),0.0,CRACKER JACKS(PACK OF 25),0.0,0.0
3547,24045,Best Chips ever, great tea,Great and good price!,1.0,Great and good price!,Great and good price!,Great and good price!,0.0,Great and good price!,0.0,0.0
3552,28731,Strange flavor - couldn't get adjusted to it., coffee,Delicious but pricy,1.0,Delicious but pricy,Delicious but pricy,Delicious but pricy,0.0,Delicious but pricy,0.0,0.0
3589,34302,Require intent supervision..., great pepper,Barley Edible - Crunch on Sugar,1.0,Barley Edible - Crunch on Sugar,Barley Edible - Crunch on Sugar,Barley Edible - Crunch on Sugar,0.0,Barley Edible - Crunch on Sugar,0.0,0.0
3591,22245,Great toy for an energetic dog, great cat food,a little surprised,1.0,a little surprised,a little surprised,a little surprised,0.0,a little surprised,0.0,0.0
3596,82328,Tasty Olive Oil, great product,Excellent food,1.0,Excellent food,Excellent food,Excellent food,0.0,Excellent food,0.0,0.0
3602,22169,Good toy, great product,Good Food,1.0,Good Food,Good Food,Good Food,0.0,Good Food,0.0,0.0
3605,24750,Dog Lover Delites, not bad,Good seasoning,1.0,Good seasoning,Good seasoning,Good seasoning,0.0,Good seasoning,0.0,0.0
3611,43438,cheese and pickle please, great tasting,Yum,1.0,Yum,Yum,Yum,0.0,Yum,0.0,0.0
3618,79979,My 3 cats all eat it!, great snack,Taste great and good for you!,1.0,Taste great and good for you!,Taste great and good for you!,Taste great and good for you!,0.16666666666666669,Taste great and good for you!,0.5,0.16666666666666669
3627,32566,Fantastic Fruitables Skinny Minis - Pumpkin & Mango Dog Treats, great coffee,"Rich, Belgian Chocolate",1.0,"Rich, Belgian Chocolate","Rich, Belgian Chocolate","Rich, Belgian Chocolate",0.0,"Rich, Belgian Chocolate",0.0,0.0
3630,37361,Balanced and refreshing, great tea,A very good brand.,1.0,A very good brand.,A very good brand.,A very good brand.,0.0,A very good brand.,0.0,0.0
3638,87741,Haribo Gold Gummi Bears, great product,Wonderful Product,1.0,Wonderful Product,Wonderful Product,Wonderful Product,0.0,Wonderful Product,0.0,0.0
3673,17841,I ADORE NUTELLA, great product,So many mixed reviews..,1.0,So many mixed reviews..,So many mixed reviews..,So many mixed reviews..,0.0,So many mixed reviews..,0.0,0.0
3674,21464,~ Fantastic Price On Greenies ~ One Happy Pomeranian! ~, not bad,Nasty,1.0,Nasty,Nasty,Nasty,0.0,Nasty,0.0,0.0
3709,44521,Our favorite Creamer!, good,Artificial taste,1.0,Artificial taste,Artificial taste,Artificial taste,0.0,Artificial taste,0.0,0.0
3711,79315,Solid GF protein to have on hand, great syrup,Yummy Dark Chocolate,1.0,Yummy Dark Chocolate,Yummy Dark Chocolate,Yummy Dark Chocolate,0.0,Yummy Dark Chocolate,0.0,0.0
3719,55145,Our standard, not good,Try Grove Square instead,1.0,Try Grove Square instead,Try Grove Square instead,Try Grove Square instead,0.0,Try Grove Square instead,0.0,0.0
3720,58484,Great Product!, great chips,Dark chocolate cocoa,1.0,Dark chocolate cocoa,Dark chocolate cocoa,Dark chocolate cocoa,0.0,Dark chocolate cocoa,0.0,0.0
3721,36409,Miracle no, dog loves them,Sure puts the chalk in chalkolate,1.0,Sure puts the chalk in chalkolate,Sure puts the chalk in chalkolate,Sure puts the chalk in chalkolate,0.0,Sure puts the chalk in chalkolate,0.0,0.0
3740,60806,Great product but overpriced at Amazon, great tea,SWEEEEET......and Hot,1.0,SWEEEEET......and Hot,SWEEEEET......and Hot,SWEEEEET......and Hot,0.0,SWEEEEET......and Hot,0.0,0.0
3764,66767,Bitter, great product,This is the stuff you want.,1.0,This is the stuff you want.,This is the stuff you want.,This is the stuff you want.,0.0,This is the stuff you want.,0.0,0.0
3765,14382,I've tried several different flavors and haven't like any of them., great taste,best sauce in the world!,1.0,best sauce in the world!,best sauce in the world!,best sauce in the world!,0.0,best sauce in the world!,0.0,0.0
3771,24662,Berry-licious!, good stuff,Mae Ploy Sauce is GREAT STUFF!,1.0,Mae Ploy Sauce is GREAT STUFF!,Mae Ploy Sauce is GREAT STUFF!,Mae Ploy Sauce is GREAT STUFF!,0.0,Mae Ploy Sauce is GREAT STUFF!,0.0,0.0
3792,63718,Very Good, great coffee,Right for me,1.0,Right for me,Right for me,Right for me,0.0,Right for me,0.0,0.0
3797,15543,UNBELIEVABLE PRICE!, great taste,"Wonderful, smooth, rich taste",1.0,"Wonderful, smooth, rich taste","Wonderful, smooth, rich taste","Wonderful, smooth, rich taste",0.25,"Wonderful, smooth, rich taste",0.5,0.25
3803,28283,Rock hard and inedible, great taste,Almost Bought,1.0,Almost Bought,Almost Bought,Almost Bought,0.0,Almost Bought,0.0,0.0
3816,36162,"TASTE GOOD, BUT WAY TOO MUCH SATURATED FAT!", great sauce,Good Nature Licorice,1.0,Good Nature Licorice,Good Nature Licorice,Good Nature Licorice,0.0,Good Nature Licorice,0.0,0.0
3817,96379,Not true rice paper, best chocolate ever,Awesome Licorice!,1.0,Awesome Licorice!,Awesome Licorice!,Awesome Licorice!,0.0,Awesome Licorice!,0.0,0.0
3825,60413,great for long stable energy, great taste,Doesn't leave my teeth black,1.0,Doesn't leave my teeth black,Doesn't leave my teeth black,Doesn't leave my teeth black,0.0,Doesn't leave my teeth black,0.0,0.0
3829,59555,"Tender, Meaty Goodness!!", great tea,"Awesome, people love it. Die hard licorice fans will love it.",1.0,"Awesome, people love it. Die hard licorice fans will love it.","Awesome, people love it. Die hard licorice fans will love it.","Awesome, people love it. Die hard licorice fans will love it.",0.0,"Awesome, people love it. Die hard licorice fans will love it.",0.0,0.0
3838,57779,Big Bag o' Gummi Bears, great product,OK but RJ's is much better!,1.0,OK but RJ's is much better!,OK but RJ's is much better!,OK but RJ's is much better!,0.0,OK but RJ's is much better!,0.0,0.0
3839,39114,SMOKE Flavor - Note the tag!, my dogs love these,Decent licorice,1.0,Decent licorice,Decent licorice,Decent licorice,0.0,Decent licorice,0.0,0.0
3843,33372,Dry & bland, great salt,Good product,1.0,Good product,Good product,Good product,0.0,Good product,0.0,0.0
3858,6554,The BEST dog food!!, great product,Best home-brewed coffee on the planet!,1.0,Best home-brewed coffee on the planet!,Best home-brewed coffee on the planet!,Best home-brewed coffee on the planet!,0.0,Best home-brewed coffee on the planet!,0.0,0.0
3863,13570,Only treats our cats will eat!, great tea,Coffee Pods,1.0,Coffee Pods,Coffee Pods,Coffee Pods,0.0,Coffee Pods,0.0,0.0
3897,114,Tea review, great gift,Awesome chai,1.0,Awesome chai,Awesome chai,Awesome chai,0.0,Awesome chai,0.0,0.0
3922,26532,Horribly rancid, delicious,Better than expected!,1.0,Better than expected!,Better than expected!,Better than expected!,0.0,Better than expected!,0.0,0.0
3948,35252,Simply great, not bad,Great,1.0,Great,Great,Great,0.0,Great,0.0,0.0
3956,25132,Think of this not as a puzzle or toy but more of an interactive feeder, best coffee,Great product...lousey bottle design,1.0,Great product...lousey bottle design,Great product...lousey bottle design,Great product...lousey bottle design,0.0,Great product...lousey bottle design,0.0,0.0
3961,15365,do not buy!, great garlic,pleased,1.0,pleased,pleased,pleased,0.0,pleased,0.0,0.0
3970,70900,Simple and easy to use, great rice,"Good price, great for stocking up!",1.0,"Good price, great for stocking up!","Good price, great for stocking up!","Good price, great for stocking up!",0.16666666666666669,"Good price, great for stocking up!",0.5,0.16666666666666669
3989,89543,Doggone Good, great maple syrup,Hope they go pesticide free or organic certified.,1.0,Hope they go pesticide free or organic certified.,Hope they go pesticide free or organic certified.,Hope they go pesticide free or organic certified.,0.0,Hope they go pesticide free or organic certified.,0.0,0.0
4011,22823,"Not super Peppy, but does the trick, and no caffeine is a SUPER plus!!!", great snack,"Healthy, tasty, convenient, and not too expensive",1.0,"Healthy, tasty, convenient, and not too expensive","Healthy, tasty, convenient, and not too expensive","Healthy, tasty, convenient, and not too expensive",0.0,"Healthy, tasty, convenient, and not too expensive",0.0,0.0
4021,43541,Not Spicy, great taste,Perfect diet aid,1.0,Perfect diet aid,Perfect diet aid,Perfect diet aid,0.0,Perfect diet aid,0.0,0.0
4027,8966,My puppy loves this!, great treats,Good sardine choice,1.0,Good sardine choice,Good sardine choice,Good sardine choice,0.0,Good sardine choice,0.0,0.0
4041,11675,Awesome stuff!, great,Soy Crisp,1.0,Soy Crisp,Soy Crisp,Soy Crisp,0.0,Soy Crisp,0.0,0.0
4043,96095,Husband is Very Happy, great taste,delicious but packaging could be smaller,1.0,delicious but packaging could be smaller,delicious but packaging could be smaller,delicious but packaging could be smaller,0.0,delicious but packaging could be smaller,0.0,0.0
4065,33901,This works!, great popcorn,AWESOME PRODUCT,1.0,AWESOME PRODUCT,AWESOME PRODUCT,AWESOME PRODUCT,0.0,AWESOME PRODUCT,0.0,0.0
4073,39275,Dentastix, tea,Match Your Mic Carefully,1.0,Match Your Mic Carefully,Match Your Mic Carefully,Match Your Mic Carefully,0.0,Match Your Mic Carefully,0.0,0.0
4087,8434,"Only a 'HINT"" of vanilla", my cats love this food,Works great :),1.0,Works great :),Works great :),Works great :),0.0,Works great :),0.0,0.0
4103,43499,Zesty Deliciousness in a Can, great product,stopped working...,1.0,stopped working...,stopped working...,stopped working...,0.0,stopped working...,0.0,0.0
4108,83172,This is the ONLY food my dog will eat, great tasting,Icicle on Mac OS X,1.0,Icicle on Mac OS X,Icicle on Mac OS X,Icicle on Mac OS X,0.0,Icicle on Mac OS X,0.0,0.0
4129,4103,stopped working..., great taste,"Works well if all you need is 16-bit, 48kHz mono",1.0,"Works well if all you need is 16-bit, 48kHz mono","Works well if all you need is 16-bit, 48kHz mono","Works well if all you need is 16-bit, 48kHz mono",0.0,"Works well if all you need is 16-bit, 48kHz mono",0.0,0.0
4135,65269,Wonderful!, great coffee,PERFECT!,1.0,PERFECT!,PERFECT!,PERFECT!,0.0,PERFECT!,0.0,0.0
4145,79307,Great tasting healthy bar, great gum,Transportable y buen Sonido!,1.0,Transportable y buen Sonido!,Transportable y buen Sonido!,Transportable y buen Sonido!,0.0,Transportable y buen Sonido!,0.0,0.0
4167,17561,"Tastes good, is healthy, and reasonably priced!", great chips,Amazing!,1.0,Amazing!,Amazing!,Amazing!,0.0,Amazing!,0.0,0.0
4169,87745,LOVE, great product,Yea for GF!,1.0,Yea for GF!,Yea for GF!,Yea for GF!,0.0,Yea for GF!,0.0,0.0
4173,43372,are my dogs too smart?, great product,Perfect!,1.0,Perfect!,Perfect!,Perfect!,0.0,Perfect!,0.0,0.0
4187,1211,Now this is my kind of Potato with Steak, great food,Bisquick,1.0,Bisquick,Bisquick,Bisquick,0.0,Bisquick,0.0,0.0
4188,50195,merguez sausages, pamela bread mix,Tasty non-corn muffins,1.0,Tasty non-corn muffins,Tasty non-corn muffins,Tasty non-corn muffins,0.0,Tasty non-corn muffins,0.0,0.0
4206,23342,Great for Celiac's who want a little spicy kick, not good,Gluten Free Pancakes!,1.0,Gluten Free Pancakes!,Gluten Free Pancakes!,Gluten Free Pancakes!,0.0,Gluten Free Pancakes!,0.0,0.0
4210,6882,"Crisp, and suprisingly sweet drink, but lots of calories AND pricey", not bad,Love It!!!,1.0,Love It!!!,Love It!!!,Love It!!!,0.0,Love It!!!,0.0,0.0
4221,99137,Not what I expected, great product,Thank YOU,1.0,Thank YOU,Thank YOU,Thank YOU,0.0,Thank YOU,0.0,0.0
4242,79868,My cat loves this food!, great,Really good mix,1.0,Really good mix,Really good mix,Really good mix,0.0,Really good mix,0.0,0.0
4266,39923,Yummy stroopwaffles, great soup,I CAN'T STOP BAKING!!!!!,1.0,I CAN'T STOP BAKING!!!!!,I CAN'T STOP BAKING!!!!!,I CAN'T STOP BAKING!!!!!,0.0,I CAN'T STOP BAKING!!!!!,0.0,0.0
4268,42222,Everything tastes better with sf vanilla on top!!, great popcorn,Best Pizza since I have been gluten free,1.0,Best Pizza since I have been gluten free,Best Pizza since I have been gluten free,Best Pizza since I have been gluten free,0.0,Best Pizza since I have been gluten free,0.0,0.0
4276,13341,Wonderful Product!, great treats,Love me some gluten free bisquick!!!,1.0,Love me some gluten free bisquick!!!,Love me some gluten free bisquick!!!,Love me some gluten free bisquick!!!,0.0,Love me some gluten free bisquick!!!,0.0,0.0
4288,17245,"Crystal Light on the Go-44ct-Plastic Tub, Variety Pack", great snack,"Great, Versatile Gluten Free Mix",1.0,"Great, Versatile Gluten Free Mix","Great, Versatile Gluten Free Mix","Great, Versatile Gluten Free Mix",0.0,"Great, Versatile Gluten Free Mix",0.0,0.0
4291,13623,Earl grey is good., great product,might be a life saver!,1.0,might be a life saver!,might be a life saver!,might be a life saver!,0.0,might be a life saver!,0.0,0.0
4308,44657,Attention Chocoholics!, great dog food,Great Taste But Expensive,1.0,Great Taste But Expensive,Great Taste But Expensive,Great Taste But Expensive,0.0,Great Taste But Expensive,0.0,0.0
4309,5250,Cat Grass, great for kids,Great for a few things,1.0,Great for a few things,Great for a few things,Great for a few things,0.2,Great for a few things,0.3333333333333333,0.2
4315,92586,Good but Variable, great product,Very tasty biscuits!,1.0,Very tasty biscuits!,Very tasty biscuits!,Very tasty biscuits!,0.0,Very tasty biscuits!,0.0,0.0
4329,477,fantastic!you can not beat this taste and you can not resist to it only one if you are spice lover, best coffee ever,Wallpaper Paste,1.0,Wallpaper Paste,Wallpaper Paste,Wallpaper Paste,0.0,Wallpaper Paste,0.0,0.0
4332,39509,my preferred sweetener, great decaf,Makes Great pancakes!,1.0,Makes Great pancakes!,Makes Great pancakes!,Makes Great pancakes!,0.0,Makes Great pancakes!,0.0,0.0
4337,98959,Great Tasting Low Carb Bars - Recommended!, great product,Works like Bisquick,1.0,Works like Bisquick,Works like Bisquick,Works like Bisquick,0.0,Works like Bisquick,0.0,0.0
4352,36555,Quite Good!, great chips,Practical Yumminess,1.0,Practical Yumminess,Practical Yumminess,Practical Yumminess,0.0,Practical Yumminess,0.0,0.0
4353,92978,Yuck., good product,gluten free Bisquick,1.0,gluten free Bisquick,gluten free Bisquick,gluten free Bisquick,0.0,gluten free Bisquick,0.0,0.0
4374,64152,Great meal substitute - even for a 4-year old!, great for,Amazingly Good,1.0,Amazingly Good,Amazingly Good,Amazingly Good,0.0,Amazingly Good,0.0,0.0
4375,92629,"Pretty good, more cracker like than chip", great tea,Yummmmm!,1.0,Yummmmm!,Yummmmm!,Yummmmm!,0.0,Yummmmm!,0.0,0.0
4388,86611,1800flowers DOES NOT DELIVER ONTIME, great product,Bully Stix,1.0,Bully Stix,Bully Stix,Bully Stix,0.0,Bully Stix,0.0,0.0
4389,3378,So much better than Cafe Escapes!, great coffee,"Great price, but the sticks are small",1.0,"Great price, but the sticks are small","Great price, but the sticks are small","Great price, but the sticks are small",0.0,"Great price, but the sticks are small",0.0,0.0
4393,14515,happy teeth, best brown rice,"Yes, I live to eat this.",1.0,"Yes, I live to eat this.","Yes, I live to eat this.","Yes, I live to eat this.",0.0,"Yes, I live to eat this.",0.0,0.0
4422,41219,Excellent choice for my finicky feline!, great bread,love of taffy,1.0,love of taffy,love of taffy,love of taffy,0.0,love of taffy,0.0,0.0
4435,26608,"Yep, They Changed the Formula...", great food,misleading,1.0,misleading,misleading,misleading,0.0,misleading,0.0,0.0
4441,32977,Dog chews, great taste,What everyone is saying here about Pico Pica is true,1.0,What everyone is saying here about Pico Pica is true,What everyone is saying here about Pico Pica is true,What everyone is saying here about Pico Pica is true,0.0,What everyone is saying here about Pico Pica is true,0.0,0.0
4455,56393,Kashi turtle Roll, great tea,Review Correction,1.0,Review Correction,Review Correction,Review Correction,0.0,Review Correction,0.0,0.0
4462,53571,C&S makes just a great general use suet, great tea,Too good!,1.0,Too good!,Too good!,Too good!,0.0,Too good!,0.0,0.0
4468,16006,these are delicious, good coffee,Shortbread cookies,1.0,Shortbread cookies,Shortbread cookies,Shortbread cookies,0.0,Shortbread cookies,0.0,0.0
4470,93290,Excelent coffee to start your day!, great coffee,Delicious (So I hear)!!,1.0,Delicious (So I hear)!!,Delicious (So I hear)!!,Delicious (So I hear)!!,0.0,Delicious (So I hear)!!,0.0,0.0
4473,27138,Some kind of a soapy substance, great product,fantastic,1.0,fantastic,fantastic,fantastic,0.0,fantastic,0.0,0.0
4478,54880,Cheap enough on sale but.MY DOG WILL NOT EAT THEM, great snack,LOVE IT!,1.0,LOVE IT!,LOVE IT!,LOVE IT!,0.0,LOVE IT!,0.0,0.0
4494,46750,Anisette toast, not good,Intoxicating,1.0,Intoxicating,Intoxicating,Intoxicating,0.0,Intoxicating,0.0,0.0
4495,39807,Nice seed but lot's of bugs, great tea,Excellent quality and value,1.0,Excellent quality and value,Excellent quality and value,Excellent quality and value,0.0,Excellent quality and value,0.0,0.0
4513,5185,high quality for less cost, great treat,Good Coffee!,1.0,Good Coffee!,Good Coffee!,Good Coffee!,0.0,Good Coffee!,0.0,0.0
4551,92488,"Bitter taste, terrible smell, this is awful and toxic", my cats love it,Another good product from Melitta,1.0,Another good product from Melitta,Another good product from Melitta,Another good product from Melitta,0.0,Another good product from Melitta,0.0,0.0
4577,97046,great stuff, not good,Reminds me of Demi-Tasse,1.0,Reminds me of Demi-Tasse,Reminds me of Demi-Tasse,Reminds me of Demi-Tasse,0.0,Reminds me of Demi-Tasse,0.0,0.0
4595,39184,DO NOT BUY!!!!!! - TERRIBLE, not what expected,This is great tea.,1.0,This is great tea.,This is great tea.,This is great tea.,0.0,This is great tea.,0.0,0.0
4599,64021,Good flavor., great tea,Use it every day,1.0,Use it every day,Use it every day,Use it every day,0.0,Use it every day,0.0,0.0
4617,17061,Excellent Thai food and spices source, great coffee,somewhat disappointed,1.0,somewhat disappointed,somewhat disappointed,somewhat disappointed,0.0,somewhat disappointed,0.0,0.0
4621,54807,Hollandaise sauce mix, good tea,Good Chocolate taste.,1.0,Good Chocolate taste.,Good Chocolate taste.,Good Chocolate taste.,0.0,Good Chocolate taste.,0.0,0.0
4629,22550,Delicate, great taste,Gluten Free English Muffins,1.0,Gluten Free English Muffins,Gluten Free English Muffins,Gluten Free English Muffins,0.0,Gluten Free English Muffins,0.0,0.0
4645,48054,Horrible, great chips,"Google the name, reports of suspected poisoning, made in CHINA!",1.0,"Google the name, reports of suspected poisoning, made in CHINA!","Google the name, reports of suspected poisoning, made in CHINA!","Google the name, reports of suspected poisoning, made in CHINA!",0.0,"Google the name, reports of suspected poisoning, made in CHINA!",0.0,0.0
4650,38812,Nice Rice, great product,HEALTHY TREAT FOR DOGS WITH ALLERGIES,1.0,HEALTHY TREAT FOR DOGS WITH ALLERGIES,HEALTHY TREAT FOR DOGS WITH ALLERGIES,HEALTHY TREAT FOR DOGS WITH ALLERGIES,0.0,HEALTHY TREAT FOR DOGS WITH ALLERGIES,0.0,0.0
4651,48450,Tiny yet tasty, great food,Well received treat,1.0,Well received treat,Well received treat,Well received treat,0.0,Well received treat,0.0,0.0
4659,27347,CHOCOLATE AMAZING, great coffee,"The best ""cracker"" ever!",1.0,"The best ""cracker"" ever!","The best ""cracker"" ever!","The best ""cracker"" ever!",0.0,"The best ""cracker"" ever!",0.0,0.0
4682,15075,Love this tea!, great coffee,loved,1.0,loved,loved,loved,0.0,loved,0.0,0.0
